seed,outcome,success,episode_length,total_reward,detected,detection_time,intercept_time,min_enemy_soldier_dist,min_defender_enemy_dist,final_enemy_soldier_dist,final_defender_enemy_dist,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius
933,intercepted,1,16,305.0976,1,12,16,6.152915,2.3508759,6.152915,2.3508759,12.0,18.0,15.0,2.5,2.0
934,intercepted,1,28,361.43356,1,11,28,2.0448284,1.5418179,6.3189254,1.5418179,12.0,18.0,15.0,2.5,2.0
935,intercepted,1,15,320.2495,1,12,15,4.3403444,2.2846656,5.590873,2.2846656,12.0,18.0,15.0,2.5,2.0
936,intercepted,1,15,294.33997,1,7,15,2.492132,1.9455318,4.5443025,1.9455318,12.0,18.0,15.0,2.5,2.0
937,intercepted,1,19,272.74432,1,7,19,2.5306923,1.7966952,6.25547,1.7966952,12.0,18.0,15.0,2.5,2.0
938,intercepted,1,19,359.25098,1,15,19,14.425584,2.340878,14.425584,2.340878,12.0,18.0,15.0,2.5,2.0
939,soldier_caught,0,18,125.447754,1,9,-1,1.7458603,3.3053656,1.7458603,3.3053656,12.0,18.0,15.0,2.5,2.0
940,soldier_caught,0,26,59.96678,1,10,-1,1.3730819,3.2169316,1.3730819,4.3261585,12.0,18.0,15.0,2.5,2.0
941,unsafe_intercept,0,17,152.23407,1,14,-1,2.4666233,2.1183636,2.4666233,2.1183636,12.0,18.0,15.0,2.5,2.0
942,soldier_caught,0,15,77.96756,1,9,-1,1.8453765,3.1352646,1.8453765,5.5252943,12.0,18.0,15.0,2.5,2.0
943,intercepted,1,21,339.5566,1,17,21,13.281826,0.34480107,13.281826,0.34480107,12.0,18.0,15.0,2.5,2.0
944,soldier_caught,0,10,117.50893,1,7,-1,1.8450185,3.3236873,1.8450185,4.9765944,12.0,18.0,15.0,2.5,2.0
945,intercepted,1,13,294.717,1,8,13,7.1455336,2.3501027,7.1879168,2.3501027,12.0,18.0,15.0,2.5,2.0
946,intercepted,1,13,291.6468,1,12,13,3.9254894,1.4195988,3.9254894,1.4195988,12.0,18.0,15.0,2.5,2.0
947,soldier_caught,0,10,78.6053,1,7,-1,1.4974915,2.853688,1.4974915,6.8376245,12.0,18.0,15.0,2.5,2.0
948,intercepted,1,18,255.17838,1,11,18,2.5019636,1.6740657,3.9042878,1.6740657,12.0,18.0,15.0,2.5,2.0
949,intercepted,1,16,403.98148,1,12,16,7.5939035,1.905461,7.5939035,1.905461,12.0,18.0,15.0,2.5,2.0
950,soldier_caught,0,15,148.79358,1,10,-1,1.9519653,3.9327815,1.9519653,11.586039,12.0,18.0,15.0,2.5,2.0
951,unsafe_intercept,0,34,61.697464,1,12,-1,2.0475764,1.6956681,3.4118218,1.6956681,12.0,18.0,15.0,2.5,2.0
952,intercepted,1,21,292.58344,1,12,21,3.4986336,1.4650592,5.8370047,1.4650592,12.0,18.0,15.0,2.5,2.0
953,soldier_caught,0,20,93.31653,1,14,-1,0.08297028,3.9525,0.08297028,3.9525,12.0,18.0,15.0,2.5,2.0
954,unsafe_intercept,0,18,38.356598,1,7,-1,2.3609858,1.7558904,3.110114,1.7558904,12.0,18.0,15.0,2.5,2.0
955,intercepted,1,15,314.7647,1,13,15,5.305338,2.398954,5.763129,2.398954,12.0,18.0,15.0,2.5,2.0
956,intercepted,1,17,307.67273,1,16,17,7.0356073,0.3373807,7.0356073,0.3373807,12.0,18.0,15.0,2.5,2.0
957,intercepted,1,14,269.64172,1,8,14,2.1922526,1.7350042,4.5639224,1.7350042,12.0,18.0,15.0,2.5,2.0
958,unsafe_intercept,0,11,31.455322,1,10,-1,3.3364117,1.6067137,3.3364117,1.6067137,12.0,18.0,15.0,2.5,2.0
959,soldier_caught,0,57,74.11873,1,17,-1,1.387642,3.583152,1.387642,8.851157,12.0,18.0,15.0,2.5,2.0
960,soldier_caught,0,22,188.86023,1,14,-1,1.6991467,3.4399645,1.6991467,6.727336,12.0,18.0,15.0,2.5,2.0
961,intercepted,1,11,334.17578,1,10,11,9.268957,1.6830335,9.268957,1.6830335,12.0,18.0,15.0,2.5,2.0
962,intercepted,1,14,293.88565,1,12,14,3.2590377,1.3685149,4.0070224,1.3685149,12.0,18.0,15.0,2.5,2.0
963,soldier_caught,0,16,212.10999,1,14,-1,1.9230442,3.0801234,1.9230442,8.467901,12.0,18.0,15.0,2.5,2.0
964,intercepted,1,16,298.76938,1,12,16,4.21182,2.3752153,4.21182,2.3752153,12.0,18.0,15.0,2.5,2.0
965,soldier_caught,0,15,163.62122,1,11,-1,1.8182114,3.4314926,1.8182114,3.4314926,12.0,18.0,15.0,2.5,2.0
966,soldier_caught,0,16,134.5671,1,7,-1,1.9364707,2.5146801,1.9364707,7.702101,12.0,18.0,15.0,2.5,2.0
967,intercepted,1,13,343.3672,1,11,13,2.2458003,0.82631385,3.5815601,0.82631385,12.0,18.0,15.0,2.5,2.0
968,intercepted,1,40,261.1601,1,9,40,2.2998135,0.64598995,4.0343432,0.64598995,12.0,18.0,15.0,2.5,2.0
969,soldier_caught,0,14,160.15103,1,10,-1,1.0305445,4.047943,1.0305445,9.791642,12.0,18.0,15.0,2.5,2.0
970,intercepted,1,18,299.50647,1,8,18,2.7008493,2.3523147,5.354904,2.3523147,12.0,18.0,15.0,2.5,2.0
971,intercepted,1,28,319.52426,1,9,28,2.4477952,2.1809068,7.1831775,2.1809068,12.0,18.0,15.0,2.5,2.0
972,intercepted,1,18,311.56586,1,17,18,6.1179934,2.3238876,6.1179934,2.3238876,12.0,18.0,15.0,2.5,2.0
973,unsafe_intercept,0,13,61.768356,1,12,-1,2.884484,0.33046338,2.884484,0.33046338,12.0,18.0,15.0,2.5,2.0
974,soldier_caught,0,32,71.60419,1,12,-1,1.8606329,3.7140996,1.8606329,4.446787,12.0,18.0,15.0,2.5,2.0
975,intercepted,1,10,288.45734,1,9,10,6.017089,2.3706663,6.017089,2.3706663,12.0,18.0,15.0,2.5,2.0
976,soldier_caught,0,15,128.27922,1,10,-1,1.316097,2.791514,1.316097,9.446447,12.0,18.0,15.0,2.5,2.0
977,intercepted,1,19,341.53625,1,12,19,3.2113674,1.5744685,3.917924,1.5744685,12.0,18.0,15.0,2.5,2.0
978,soldier_caught,0,34,157.67838,1,16,-1,1.9035075,2.9105735,1.9035075,4.4867043,12.0,18.0,15.0,2.5,2.0
979,soldier_caught,0,11,72.16907,1,7,-1,1.1254483,3.5807526,1.1254483,3.5807526,12.0,18.0,15.0,2.5,2.0
980,unsafe_intercept,0,16,57.546265,1,8,-1,2.2993534,0.91846794,2.819281,0.91846794,12.0,18.0,15.0,2.5,2.0
981,soldier_caught,0,15,52.495132,1,8,-1,1.0193619,3.465523,1.0193619,8.656959,12.0,18.0,15.0,2.5,2.0
982,intercepted,1,23,268.03467,1,7,23,2.2209768,2.3837135,4.091763,2.3837135,12.0,18.0,15.0,2.5,2.0
983,soldier_caught,0,20,97.09537,1,10,-1,0.96705544,3.252077,0.96705544,6.669197,12.0,18.0,15.0,2.5,2.0
984,intercepted,1,13,299.2824,1,9,13,12.564721,2.144556,13.15869,2.144556,12.0,18.0,15.0,2.5,2.0
985,unsafe_intercept,0,17,153.47662,1,14,-1,2.3591192,1.8396928,2.3591192,1.8396928,12.0,18.0,15.0,2.5,2.0
986,soldier_caught,0,20,116.714035,1,12,-1,0.33115777,5.1239686,0.33115777,5.74202,12.0,18.0,15.0,2.5,2.0
987,soldier_caught,0,26,110.81468,1,13,-1,1.2626988,3.1988316,1.2626988,8.322964,12.0,18.0,15.0,2.5,2.0
988,soldier_caught,0,30,126.551285,1,7,-1,1.8861271,2.9007163,1.8861271,9.399297,12.0,18.0,15.0,2.5,2.0
989,unsafe_intercept,0,15,34.15172,1,11,-1,2.7461975,1.7240095,2.7461975,1.7240095,12.0,18.0,15.0,2.5,2.0
990,soldier_caught,0,9,120.18082,1,7,-1,1.3678167,4.487384,1.3678167,4.487384,12.0,18.0,15.0,2.5,2.0
991,soldier_caught,0,33,139.3213,1,10,-1,1.9811277,2.8743727,1.9811277,9.182074,12.0,18.0,15.0,2.5,2.0
992,soldier_caught,0,24,58.733902,1,14,-1,1.2670848,3.6580174,1.2670848,6.511905,12.0,18.0,15.0,2.5,2.0
993,soldier_caught,0,27,96.22333,1,8,-1,1.6106178,3.1095579,1.6106178,4.0442142,12.0,18.0,15.0,2.5,2.0
994,intercepted,1,15,323.57178,1,12,15,7.779882,2.2056148,7.779882,2.2056148,12.0,18.0,15.0,2.5,2.0
995,intercepted,1,8,254.33876,1,7,8,8.339971,1.5277113,8.339971,1.5277113,12.0,18.0,15.0,2.5,2.0
996,soldier_caught,0,13,103.33301,1,10,-1,1.2324439,2.3140848,1.2324439,2.3140848,12.0,18.0,15.0,2.5,2.0
997,intercepted,1,19,339.04282,1,11,19,2.6789234,1.526085,5.5114837,1.526085,12.0,18.0,15.0,2.5,2.0
998,intercepted,1,12,310.0706,1,8,12,6.710203,1.0332304,6.710203,1.0332304,12.0,18.0,15.0,2.5,2.0
999,soldier_caught,0,21,111.533264,1,12,-1,1.158788,1.6603885,1.158788,1.6603885,12.0,18.0,15.0,2.5,2.0
